"","id","issue","rcid","file id","comment","status","unit"
"98",458,"planned submission passed but no received date","SOM1805a","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>SOM1805a_DSIRS_Monthly_Oct2018_Factsheets_15</a>","","","reporting"
"99",459,"planned submission passed but no received date","SOM1805a","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>SOM1805a_DSIRS_Monthly_Oct2018_Data_1</a>","","expected","data"
"100",460,"planned submission passed but no received date","SOM1805a","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>SOM1805a_DSIRS_Monthly_Oct2018_Analysis_1</a>","","expected","data"
"101",538,"planned submission passed but no received date","SSD1701a","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>SSD1701a_AoK monthly_11 - National_data</a>","","1 not received","data"
"102",541,"planned submission passed but no received date","SSD1701a","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>SSD1701a_AoK Quartely SO_Q3 18 - Western Equatoria_analysis</a>","","1 not received","data"
"103",549,"planned submission passed but no received date","SSD1701a","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>SSD1701a_Monthly Sectoral Analysis_11 - National_analysis</a>","","1 not received","data"
"104",550,"planned submission passed but no received date","SSD1701a","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>SSD1701a_Monthly Sectoral Analysis_12 - National_analysis</a>","","1 not received","data"
"105",552,"planned submission passed but no received date","SSD1701a","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>SSD1701a_AoK Quartely SO_Q3 18 - Western Equatoria_analysis</a>","","1 not received","data"
"106",560,"planned submission passed but no received date","SSD1701a","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>SSD1701a_Monthly Sectoral Analysis_11 - National_analysis</a>","","1 not received","data"
"107",561,"planned submission passed but no received date","SSD1701a","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>SSD1701a_Monthly Sectoral Analysis_12 - National_analysis</a>","","1 not received","data"
"108",587,"planned submission passed but no received date","SSD1802","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>SSD1802_UNHCR_MSNA_Report_1</a>","","","reporting"
"109",590,"planned submission passed but no received date","SSD1802","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>SSD1802_UNHCR_MSNA_M&E_1</a>","","","research design"
"110",591,"planned submission passed but no received date","SSD1802","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>SSD1802_UNHCR_MSNA_LL_1</a>","","","research design"
"111",592,"planned submission passed but no received date","SSD1802","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>SSD1802_UNHCR_MSNA_Factsheet_4</a>","","","reporting"
"112",593,"planned submission passed but no received date","SSD1802","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>SSD1802_UNHCR_MSNA_Analysis_1</a>","","","data"
"113",598,"planned submission passed but no received date","SSD1805","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>SSD1805_Market_Assessment_M&E_1</a>","","","research design"
"114",599,"planned submission passed but no received date","SSD1805","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>SSD1805_Market_Assessment_LL_1</a>","","","research design"
"115",600,"planned submission passed but no received date","SSD1805","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>SSD1805_Market_Assessment_Factsheet_Jamjang</a>","Output not mentionned in the updated ToRs","with field","reporting"
"116",602,"planned submission passed but no received date","SSD1805","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>SSD1805_Market_Assessment_Factsheet_Maban</a>","","with field","reporting"
"117",603,"planned submission passed but no received date","SSD1806","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>SSD1806_Maridi_Livelihoods_Report_1</a>","","","reporting"
"118",605,"planned submission passed but no received date","SSD1806","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>SSD1806_Maridi_Livelihoods_Preliminary_Presentation_1</a>","","","reporting"
"119",609,"planned submission passed but no received date","SSD1806","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>SSD1806_Maridi_Livelihoods_Data_1</a>","","1 not received","data"
"120",618,"planned submission passed but no received date","SSD1808","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>SSD1808_Jamjang_HC_Perception Assessment_Presentation_1</a>","1 preliminary, 1 final","","reporting"
"121",619,"planned submission passed but no received date","SSD1808","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>SSD1808_Jamjang_HC_Perception Assessment_Factsheet_1</a>","1 per area","","reporting"
"122",620,"planned submission passed but no received date","SSD1808","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>SSD_1808_Jamjang_HC_Perception Assessment_Report_1</a>","","","reporting"
"123",621,"planned submission passed but no received date","SSD1808","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>SSD_1808_Jamjang_HC_Perception Assessment_M&E_1</a>","","","other"
"124",622,"planned submission passed but no received date","SSD1808","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>SSD_1808_Jamjang_HC_Perception Assessment_LL_1</a>","","","other"
"125",634,"planned submission passed but no received date","SSD1811","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>SSD1811_Ebola_Mapping_Data_1</a>","","","data"
"126",636,"planned submission passed but no received date","SSD1811","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>SSD1811_Ebola_Mapping_Report_1</a>","","","reporting"
"127",638,"planned submission passed but no received date","SSD1811","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>SSD1811_Ebola_Mapping_Profiles_x</a>","","","other"
"128",640,"planned submission passed but no received date","SSD1811","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>SSD1811_Ebola_Mapping_LL_1</a>","","","research design"
"129",673,"planned submission passed but no received date","SYR1703g","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>SYR1703g_ISMI_Transit_centres_Data_1</a>","Secondary data analysis only","waiting","data"
"130",674,"planned submission passed but no received date","SYR1703g","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>SYR1703g_ISMI_Transit_centres_Analysis_1</a>","Secondary data analysis only","waiting","data"
"131",675,"planned submission passed but no received date","SYR1703g","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>SYR1703g_ISMI_Transit_centres_Report_1</a>","","","reporting"
"132",676,"planned submission passed but no received date","SYR1703g","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>SYR1703g_ISMI_Transit_centres_Presentation_1</a>","","","reporting"
"133",677,"planned submission passed but no received date","SYR1703g","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>SYR1703g_ISMI_Transit_centres_M&E_1</a>","","","research design"
"134",678,"planned submission passed but no received date","SYR1703g","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>SYR1703g_ISMI_Transit_centres_LL_1</a>","","","research design"
"135",702,"planned submission passed but no received date","SYR1805","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>SYR_1805_NES_Cash_Market_Assessment_Presentation_1</a>","","","reporting"
"136",703,"planned submission passed but no received date","SYR1805","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>SYR_1805_NES_Cash_Market_Assessment_Map_3</a>","","","GIS"
"137",707,"planned submission passed but no received date","SYR1805","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>SYR_1805_NES_Cash_Market_Assessment_Factsheet_3</a>","","","reporting"
"138",708,"planned submission passed but no received date","SYR1805","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>SYR_1805_NES_Cash_Market_Assessment_Analysis_2</a>","","2 with HQ","data"
"139",711,"planned submission passed but no received date","SYR1807","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>SYR1807_Health_Assessment_Infographic_1</a>","","","other"
"140",724,"planned submission passed but no received date","SYR1810","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>SYR1810_WASH_Assessment_Presentation_1</a>","","","reporting"
"141",726,"planned submission passed but no received date","SYR1810","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>SYR1810_WASH_Assessment_LL_1</a>","","","research design"
"142",733,"planned submission passed but no received date","SYR1811a","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>SYR1811a_Spontaneous_Returns_NW_Baseline_Presentation_1</a>","","","reporting"
"143",741,"planned submission passed but no received date","SYR1811c","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>SYR1811c_REMI_Thematic_Report_1</a>","","","reporting"
"144",745,"planned submission passed but no received date","SYR1811c","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>SYR1811c_REMI_Thematic_Data_1</a>","","","data"
"145",746,"planned submission passed but no received date","SYR1811c","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>SYR1811c_REMI_Thematic_Analysis_1</a>","","","data"
"146",801,"planned submission passed but no received date","UKR1801","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>MSNA in NGCA 2018</a>","","","reporting"
"147",802,"planned submission passed but no received date","UKR1801","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>UKR1801_MSNA_Non_Government_Controlled_Areas_Presentation_1</a>","Preliminary findings","","reporting"
"148",805,"planned submission passed but no received date","UKR1801","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>UKR1801_MSNA_Non_Government_Controlled_Areas_Factsheet_1</a>","","","reporting"
"149",814,"planned submission passed but no received date","UKR1803","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>UKR1803_Protection_Assessment_Presentation_Preliminary_1</a>","","","reporting"
"150",817,"planned submission passed but no received date","UKR1803","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>UKR1803_Protection_Assessment_Data_3</a>","HH Survey, FGD, KII ","1 not received","data"
"151",818,"planned submission passed but no received date","UKR1803","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>UKR1803_Protection_Assessment_Analysis_3</a>","HH Survey, FGD, KII ","1 not received","data"
"152",819,"planned submission passed but no received date","UKR1804","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>UKR1804_Economic_Security_Analysis_TOR_1</a>","Delayed until Q1 2019","with field","research design"
"153",835,"planned submission passed but no received date","YEM1804","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>YEM1804_MCLA_Report_1</a>","","","reporting"
"154",837,"planned submission passed but no received date","YEM1804","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>YEM1804_MCLA_Data_1</a>","","with field","data"
"155",838,"planned submission passed but no received date","YEM1804","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>YEM1804_MCLA_Analysis_1</a>","","with field","data"
"156",845,"planned submission passed but no received date","YEM1805","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>YEM1805_RMA_Hudaydah_data_*</a>","","","data"
"157",846,"planned submission passed but no received date","YEM1806","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>YEM1806_WASH_Assessment_Report_1</a>","","","reporting"
"158",851,"planned submission passed but no received date","YEM1806","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>YEM1806_WASH_Assessment_Data_2</a>","","1 not received","data"
"159",9,"none of the hq submission dates (planned/received) available","AFG1802","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>AFG1802_MSNA_2018_M&E_1</a>","","","research design"
"160",10,"none of the hq submission dates (planned/received) available","AFG1802","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>AFG1802_MSNA_2018_LL_1</a>","","","research design"
"161",12,"none of the hq submission dates (planned/received) available","AFG1802","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>AFG1802_MSNA_2018_Analysis_1</a>","","1 not received","data"
"162",29,"none of the hq submission dates (planned/received) available","BGD1701","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>BGD1701_Refugees_Camps_And_Sites_Infrastructures_Mapping_M&E_1</a>","","","research design"
"163",30,"none of the hq submission dates (planned/received) available","BGD1701","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>BGD1701_Refugees_Camps_And_Sites_Infrastructures_Mapping_LL_1</a>","","","research design"
"164",31,"none of the hq submission dates (planned/received) available","BGD1703","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>BGD1703_UNHCR_Refugees_Rapid_Profiling_M&E_1</a>","","","research design"
"165",32,"none of the hq submission dates (planned/received) available","BGD1703","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>BGD1703_UNHCR_Refugees_Rapid_Profiling_LL_1</a>","","","research design"
"166",35,"none of the hq submission dates (planned/received) available","BGD1801","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>BGD1801_WASH_Assessment_M&E_1</a>","","","research design"
"167",36,"none of the hq submission dates (planned/received) available","BGD1801","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>BGD1801_WASH_Assessment_LL_1</a>","","","research design"
"168",39,"none of the hq submission dates (planned/received) available","BGD1801a","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>BGD1801a_WASH_Assessment_Monsoon_Update_Presentation_1</a>","","","reporting"
"169",40,"none of the hq submission dates (planned/received) available","BGD1802","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>BGD1802_Refugee_MSNA_M&E_1</a>","","","research design"
"170",41,"none of the hq submission dates (planned/received) available","BGD1802","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>BGD1802_Refugee_MSNA_LL_1</a>","","","research design"
"171",44,"none of the hq submission dates (planned/received) available","BGD1803","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>BGD1803_Host_Community_MSNA_Final_Presentation_1</a>","","","reporting"
"172",52,"none of the hq submission dates (planned/received) available","BGD1804","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>BGD1804_Host_Community_Profiling_M&E_1</a>","","","research design"
"173",53,"none of the hq submission dates (planned/received) available","BGD1804","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>BGD1804_Host_Community_Profiling_LL_1</a>","","","research design"
"174",55,"none of the hq submission dates (planned/received) available","BGD1804","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>BGD1804_Host_Community_Profiling_Analysis_1</a>","","2 with HQ","data"
"175",56,"none of the hq submission dates (planned/received) available","BGD1805","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>BGD1805_IM_Support_ISCG_Control_Rooms_TOR_1</a>","","","research design"
"176",57,"none of the hq submission dates (planned/received) available","BGD1805","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>BGD1805_IM_Support_ISCG_Control_Rooms_M&E_1</a>","","","research design"
"177",58,"none of the hq submission dates (planned/received) available","BGD1805","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>BGD1805_IM_Support_ISCG_Control_Rooms_LL_1</a>","","","research design"
"178",64,"none of the hq submission dates (planned/received) available","BGD1806","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>BGD1806_Hygiene_Items_Market_Analysis_Preliminary_presentation_1</a>","","","reporting"
"179",69,"none of the hq submission dates (planned/received) available","BRA1801","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>BRA1801_UNHCR_managed_sites_M&E_1</a>","","","research design"
"180",70,"none of the hq submission dates (planned/received) available","BRA1801","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>BRA1801_UNHCR_managed_sites_LL_1</a>","","","research design"
"181",71,"none of the hq submission dates (planned/received) available","BRA1801","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>BRA1801_UNHCR managed sites_FS_December 2018</a>","","","reporting"
"182",74,"none of the hq submission dates (planned/received) available","BRA1802","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>BRA1802_ABA_Cities_Villages_M&E_1</a>","","","research design"
"183",75,"none of the hq submission dates (planned/received) available","BRA1802","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>BRA1802_ABA_Cities_Villages_LL_1</a>","","","research design"
"184",77,"none of the hq submission dates (planned/received) available","BRA1802","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>Pacaraima City FGD transcripts October 2018</a>","","1 not received","data"
"185",79,"none of the hq submission dates (planned/received) available","BRA1803","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>BRA1803_In-transit_Population_Monitoring_M&E_1</a>","","","research design"
"186",80,"none of the hq submission dates (planned/received) available","BRA1803","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>BRA1803_In-transit_Population_Monitoring_LL_1</a>","","","research design"
"187",81,"none of the hq submission dates (planned/received) available","BRA1803","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>BRA1803a_In-transit_Population_Monitoring_Factsheets_December 2018</a>","","","reporting"
"188",83,"none of the hq submission dates (planned/received) available","BRA1804","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>BRA1804_Informantion_needs_assessment_Presentation_1</a>","","","reporting"
"189",84,"none of the hq submission dates (planned/received) available","BRA1804","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>BRA1804_Informantion_needs_assessment_M&E_1</a>","","","research design"
"190",85,"none of the hq submission dates (planned/received) available","BRA1804","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>BRA1804_Informantion_needs_assessment_LL_1</a>","","","research design"
"191",87,"none of the hq submission dates (planned/received) available","CAM1801","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>CAM1801_Shelter_Cluster_Assessment_TOR_1</a>","Preliminary TORs drafted by Lis before leave","preliminary tors drafted at the start of mission","research design"
"192",94,"none of the hq submission dates (planned/received) available","CAR1701","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>CAR1701_RRM_M&E_1</a>","","","research design"
"193",95,"none of the hq submission dates (planned/received) available","CAR1701","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>CAR1701_RRM_LL_1</a>","","","research design"
"194",109,"none of the hq submission dates (planned/received) available","DRC1703","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>DRC1703_Abris_EHA_Analysis</a>","","with field","data"
"195",110,"none of the hq submission dates (planned/received) available","DRC1703","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>DRC1703_Abris_EHA_LL_1</a>","","with field","research design"
"196",114,"none of the hq submission dates (planned/received) available","DRC1703e","<a href=https://docs.google.com/spreadsheets/d/1wX5k3cETrCbnw4vpfY07eSzTyWX6AwmJmxJQwPahrSk/edit#gid=1191173775&range=4>DRC1703f_GSC_GWC__Nord_Kivu_Ituri_M&E_1</a>","sent from the onset","","research design"
